id,imdb_id,title
13920,0316465,Radio
4256,0306047,Scary Movie 3
10009,0328880,Brother Bear
1807,0363589,Elephant
33343,0251110,Gypsy 83
30141,0314676,The Singing Detective
10536,0064505,The Italian Job
14157,0087464,Impulse
67809,0338290,Normal
42044,0090015,Shoah
37922,0219374,Unconditional Love
1376,0313670,Sweet Sixteen
31397,0092532,Alien from L.A.
50374,0075765,Black Sunday
96171,0102432,Men of Respect
20312,0165832,Interstate 60
59809,0074802,Lipstick
135890,0105480,Storyville
64945,0090151,That was Then... This is Now
2348,0110044,Holy Matrimony
44591,0050197,The Black Scorpion
10389,0325655,The Eye
18979,0071276,Captain Kronos: Vampire Hunter
31206,0038661,The Jolson Story
28658,0034409,You'll Never Get Rich
3117,0071519,Frankenstein and the Monster from Hell
20684,0119935,Preaching to the Perverted
27450,0099250,Chicago Joe and the Showgirl
26643,0056211,The Magic Sword
62327,0095916,Promised Land
897,0048956,Aparajito
42522,0067204,The Hired Hand
11657,0065531,Le Cercle Rouge
224,0075902,Man of Marble
27117,0035318,Sherlock Holmes and the Voice of Terror
50553,0036348,Sherlock Holmes Faces Death
44383,0036349,Sherlock Holmes in Washington
78331,0049777,The Solid Gold Cadillac
10922,0308383,The Human Stain
43708,0322023,"Die, Mommie, Die!"
240177,0261652,Dirt
51707,0368745,Girlhood
30349,0339607,Mail Order Bride
13537,0323944,Shattered Glass
28446,0271809,Suspended Animation
605,0242653,The Matrix Revolutions
33222,0363510,The Revolution Will Not Be Televised
10719,0319343,Elf
266741,0265803,Standard Time
23995,0379713,Billabong Odyssey
1277,0155722,Gloomy Sunday
1836,0337961,In My Skin
292974,0380473,Just an American Boy
508,0314331,Love Actually
197563,0330247,Love Forbidden
11846,0101862,Father of the Bride
50314,0373175,My Architect
10715,0318155,Looney Tunes: Back in Action
8619,0311113,Master and Commander: The Far Side of the World
21525,0343121,Tupac: Resurrection
14892,0321442,The Big Empty
12146,0338188,The Missing
10588,0312528,The Cat in the Hat
4970,0348836,Gothika
470,0315733,21 Grams
11042,0338135,The Barbarian Invasions
44708,0333764,Blue Gate Crossing
10147,0307987,Bad Santa
10756,0338094,The Haunted Mansion
9562,0300556,Timeline
36068,0097839,Marquis
11012,0104237,Damage
279714,0334029,OT: Our Town
30068,0293088,Devil's Playground
40913,0088987,Dance with a Stranger
158413,0312848,Journeys with George
9556,0099365,Darkman
13581,0037635,Dead of Night
1702,0109575,Death Machine
19184,0085426,The Last Battle
24203,0050307,Desk Set
9065,0101829,Europa
44479,0118125,The Watermelon Woman
4823,0104265,Final Analysis
10168,0099615,The Freshman
10234,0119167,Funny Games
38939,0069341,Tales from the Crypt
10952,0102526,New Jack City
14022,0102943,Slacker
860,0086567,WarGames
41521,0056255,Mr. Hobbs Takes a Vacation
48035,0048452,Ordet
5000,0043686,Forbidden Games
22744,0036969,Jane Eyre
17831,0027075,A Tale of Two Cities
780,0019254,The Passion of Joan of Arc
31510,0016641,Ben-Hur: A Tale of the Christ
234,0010323,The Cabinet of Dr. Caligari
899,0009968,Broken Blossoms
8289,0085615,Gorky Park
11583,0079240,The First Great Train Robbery
11002,0087365,"Greystoke: The Legend of Tarzan, Lord of the Apes"
6472,0109951,Guarding Tess
5143,0091167,Hannah and Her Sisters
11384,0102004,The Hard Way
5227,0065832,Hercules in New York
8010,0102034,Highlander II: The Quickening
10410,0104427,Hoffa
47095,0107148,House of Cards
10407,0104452,Housesitter
9292,0102070,Hudson Hawk
11850,0077745,Invasion of the Body Snatchers
48745,0100151,Mindwalk
2297,0102181,Kafka
951,0099938,Kindergarten Cop
10804,0102216,King Ralph
5765,0104627,Knight Moves
9319,0102266,The Last Boy Scout
1643,0070849,Last Tango in Paris
2007,0104756,Lorenzo's Oil
10995,0101316,The Lover
8047,0091495,Matador
2612,0100201,Mr. Destiny
3112,0048424,The Night of the Hunter
10413,0107711,Nowhere to Run
2611,0102598,Only the Lonely
1825,0093692,Over the Top
10538,0105104,Passenger 57
11092,0100404,Presumed Innocent
18410,0093793,Project X
14904,0102721,Proof
19065,0102729,Pure Luck
3176,0266308,Battle Royale
9261,0107156,The Wedding Banquet
5336,0073650,"Salò, or the 120 Days of Sodom"
23908,0102443,A Midnight Clear
14671,0094072,Summer School
11509,0090022,Silverado
10729,0100449,Quick Change
29437,0076590,Rabid
20763,0105211,Radio Flyer
2047,0107927,The Real McCoy
14249,0100485,Revenge
10021,0093936,The Secret of My Success
11634,0150662,Show Me Love
14746,0088194,Streets of Fire
11824,0090142,Teen Wolf
8222,0103030,High Heels
20067,0210358,Things You Can Tell Just by Looking at Her
12395,0105585,Thunderheart
9846,0090180,To Live and Die in L.A.
23719,0111477,Trapped in Paradise
11986,0090563,Betty Blue
1626,0056663,Vivre Sa Vie
483,0100935,Wild at Heart
10166,0100944,The Witches
6069,0094332,The Witches of Eastwick
11018,0090350,Year of the Dragon
11676,0119807,Nothing to Lose
28293,0024025,Flying Down to Rio
28292,0027630,Follow the Fleet
3681,0059903,What's New Pussycat?
43875,0027948,Mary of Scotland
31798,0026942,Roberta
43436,0041594,Little Women
20325,0028333,Swing Time
17687,0022286,The Public Enemy
19075,0026714,A Midsummer Night's Dream
41465,0039566,Life with Father
17641,0037120,National Velvet
12545,0070239,Jesus Christ Superstar
27972,0031210,Dark Victory
898,0055798,Birdman of Alcatraz
2000,0068182,Aguirre: The Wrath of God
648,0038348,Beauty and the Beast
618,0004972,The Birth of a Nation
44162,0107358,The Blue Kite
19120,0059229,Juliet of the Spirits
4024,0054632,Last Year at Marienbad
11316,0067372,The Tragedy of Macbeth
3089,0040724,Red River
29845,0072417,A Woman Under the Influence
995,0031971,Stagecoach
1594,0058586,A Shot in the Dark
32318,0015163,The Navigator
11839,0049096,The Court Jester
916,0062765,Bullitt
31509,0011841,Way Down East
1976,0030287,Jezebel
31685,0031455,The Hunchback of Notre Dame
3062,0024034,42nd Street
34456,0024166,I'm No Angel
12708,0056575,That Touch of Mink
42045,0090110,Sweet Dreams
11610,0069097,"Play It Again, Sam"
4939,0058571,Send Me No Flowers
25016,0030637,Pygmalion
15927,0087892,A Passage to India
40423,0053146,Black Orpheus
7857,0071129,Amarcord
79,0299977,Hero
13912,0023027,Horse Feathers
70881,0026071,Anna Karenina
987,0071524,The Front Page
65869,0238627,Attraction
37749,0076327,Looking for Mr. Goodbar
30140,0307385,Rivers and Tides
33302,0240149,The Girl from Paris
46932,0042949,Seven Days to Noon
81,0087544,Nausicaä of the Valley of the Wind
70423,0104027,CrissCross
11821,0101745,Doc Hollywood
10023,0092925,Dragnet
51036,0100087,MadHouse
11519,0078723,1941
72087,0193854,A Shot at Glory
42238,0074972,Black and White in Color
15659,0077578,Foul Play
18857,0108656,Crime Story
33517,0114086,Beyond the Clouds
27425,0140384,Blind Beast
38953,0066319,Ryan's Daughter
74544,0061328,Accident
41785,0101529,Cabeza de Vaca
42740,0059043,The Collector
20126,0073582,Deep Red
827,0046911,Diabolique
11811,0107387,Leprechaun
20043,0093207,Royal Space Force - The Wings Of Honneamise
16814,0099316,Crazy People
4368,0326820,Dark Wolf
25431,0041090,Adam's Rib
17685,0060908,King of Hearts
2742,0102511,Naked Lunch
22010,0214730,Grass
51145,0156096,Spring Forward
32040,0074749,The Killing of a Chinese Bookie
48129,0102818,Run
3596,0028358,Things to Come
120637,0098153,Queen of Hearts
24134,0059084,Darling
18904,0053320,A Summer Place
37719,0026778,A Night at the Opera
47364,0085935,Metalstorm: The Destruction of Jared-Syn
9063,0087280,The Element of Crime
1818,0054389,Shoot the Piano Player
255,0062695,Stolen Kisses
10744,0318374,The Cooler
83505,0315850,El Bonaerense
10511,0298845,In America
180399,0354696,The Legend of Leigh Bowery
22289,0342804,My Flesh and Blood
10028,0322589,Honey
616,0325710,The Last Samurai
288953,0329094,Forget Baghdad: Jews and Arabs - The Iraqi Connection
96393,0343172,What Alice Found
587,0319061,Big Fish
21542,0337592,Love Don't Cost a Thing
6964,0337741,Something's Gotta Give
1792,0338466,Stuck on You
3635,0335119,Girl with a Pearl Earring
41488,0340376,The Statement
122,0167260,The Lord of the Rings: The Return of the King
11820,0304415,Mona Lisa Smile
8696,0337909,Calendar Girls
12698,0317910,The Fog of War
19187,0317640,The Hebrew Hammer
11093,0315983,House of Sand and Fog
47952,0304857,Two Men Went To War
504,0340855,Monster
11007,0349205,Cheaper by the Dozen
2289,0159365,Cold Mountain
9620,0338337,Paycheck
10601,0316396,Peter Pan
52036,0335013,The Company
42418,0318850,Young Black Stallion
13433,0304229,Japanese Story
35712,0287963,Secret Things
14844,0360139,Chasing Liberty
26710,0332712,My Baby's Daddy
37088,0364930,Aileen: Life and Death of a Serial Killer
31026,0346094,Distant
5966,0343135,Along Came Polly
24034,0350194,Teacher's Pet
10718,0329691,Torque
40427,0371280,Crimson Gold
14757,0368913,Osama
11034,0071577,The Great Gatsby
25095,0104181,Wuthering Heights
26983,0053133,Odds Against Tomorrow
30080,0059712,Ship of Fools
52867,0060636,Lord Love a Duck
42599,0066449,There's a Girl in My Soup
65012,0061089,This Property Is Condemned
44801,0093828,Real Men
27465,0101625,Once Upon a Crime
83726,0092646,Beyond Therapy
24782,0094819,Buster
31395,0109376,"Car 54, Where Are You?"
131313,0065911,Jane Eyre
34151,0103827,Blame It on the Bellboy
15797,0107750,Only the Strong
9548,0098987,The Adventures of Ford Fairlane
1937,0051429,Bonjour Tristesse
26712,0043503,The Enforcer
1882,0042727,The Men
70627,0073796,Ransom
17258,0093737,The Pick-up Artist
34681,0323633,Melvin Goes to Dinner
118910,0047956,The Court-Martial of Billy Mitchell
6277,0310924,Crime Spree
11429,0222812,Beyond Re-Animator
47072,0162958,Final Cut
33642,0061758,Hells Angels on Wheels
14815,0073906,The Wind and the Lion
427,0050706,Mon oncle
43049,0054469,Where the Boys Are
3022,0033553,Dr. Jekyll and Mr. Hyde
778,0046487,Monsieur  Hulot's Holiday
3088,0038762,My Darling Clementine
23152,0043915,People Will Talk
23567,0041498,I Was a Male War Bride
102057,0061581,Divorce American Style
52367,0050599,Kiss Them for Me
22584,0037382,To Have and Have Not
27725,0033717,High Sierra
16227,0039302,Dark Passage
980,0036244,The Ox-Bow Incident
16933,0033149,They Drive by Night
42094,0087718,Micki & Maude
26884,0022268,Platinum Blonde
37833,0028346,Reefer Madness
18995,0042369,D.O.A.
43759,0040185,The Boy with Green Hair
5205,0076578,Pumping Iron
2017,0292610,No Good Deed
38606,0061122,The Trouble with Angels
14239,0104009,Cool World
55448,0107594,Money for Nothing
21779,0060980,The Silencers
71189,0063800,"Where Angels Go, Trouble Follows"
67794,0084058,Heat and Dust
73515,0091513,Mesmerized
405,0047528,La Strada
9696,0296042,Ichi the Killer
4917,0072730,A Boy and His Dog
37774,0074777,The Last Tycoon
5055,0052080,Ashes and Diamonds
40140,0064639,Marooned
42040,0089420,King David
29933,0050585,Kanał
35888,0097028,Cat Chaser
3059,0006864,Intolerance: Love's Struggle Throughout the Ages
22727,0054673,The Beast of Yucca Flats
28586,0054393,Tormented
56157,0049922,The Violent Years
11708,0062803,Chitty Chitty Bang Bang
27329,0290879,The Legend of Suriyothai
42514,0067589,Plaza Suite
20444,0066193,The Out of Towners
17736,0105810,Where the Day Takes You
114046,0056580,The Three Stooges in Orbit
82283,0018033,It
1954,0289879,The Butterfly Effect
13476,0335559,Win a Date with Tad Hamilton!
11194,0379557,Touching the Void
12634,0315824,The Big Bounce
13505,0314498,The Perfect Score
14114,0365957,You Got Served
15708,0345551,Latter Days
21301,0337579,Barbershop 2:  Back in Business
20483,0337917,Catch That Kid
14292,0349825,Miracle
44539,0234940,An Amazing Couple
1278,0309987,The Dreamers
18841,0307109,The Lost Skeleton of Cadavra
25925,0108560,Who's the Man?
32035,0100065,Love at Large
74395,0101998,Hangin' With The Homeboys
19361,0111218,Sleep with Me
81824,0091310,Just Between Friends
21968,0069332,Super Fly
29493,0076543,A Piece of the Action
29473,0073282,Let's Do It Again
29464,0072351,Uptown Saturday Night
37900,0129136,Hell's Kitchen
91390,0106185,The Innocent
33557,0166158,Daddy and Them
7008,0073901,The Wilby Conspiracy
30566,0068284,Blacula
42466,0070656,Scream Blacula Scream
76176,0245943,Da Hip Hop Witch
18446,0088213,Swing Shift
22004,0105636,Trespass
11023,0328538,Thirteen
47802,0105411,Simple Men
92298,0075161,The Sailor Who Fell from Grace with the Sea
35227,0013140,Foolish Wives
29852,0070694,"Silent Night, Bloody Night"
23001,0039825,The Sin of Harold Diddlebock
51049,0110867,Pontiac Moon
11221,0086955,Best Defense
1824,0343660,50 First Dates
16784,0361925,Welcome to Mooseport
44674,0233230,After Life
292090,0293146,Face
11083,0323872,Kitchen Stories
54045,0304391,The Code
337,0329388,Monsieur Ibrahim
11951,0067927,Vanishing Point
43376,0042619,Diary of a Country Priest
28963,0015400,The Thief of Bagdad
2576,0052738,The Diary of Anne Frank
22561,0074121,Allegro non troppo
19345,0090738,Black Widow
14430,0221344,Herod's Law
12775,0089153,Flesh + Blood
9838,0089421,King Solomon's Mines
50075,0016654,The Black Pirate
2099,0091828,Raw Deal
42852,0031385,"Goodbye, Mr. Chips"
40454,0060420,"Follow Me, Boys!"
6470,0099575,Fire Birds
20032,0301777,Robot Stories
8842,0312329,Against the Ropes
11132,0361467,Confessions of a Teenage Drama Queen
9352,0356150,EuroTrip
615,0335345,The Passion of the Christ
11217,0331953,Club Dread
10677,0338096,Dirty Dancing: Havana Nights
13572,0315297,Twisted
30735,0349079,Alila
338,0301357,"Good bye, Lenin!"
2023,0317648,Hidalgo
9384,0335438,Starsky & Hutch
25935,0258816,The Reckoning
797,0060827,Persona
42602,0064793,The Passion of Anna
60792,0056671,Walk on the Wild Side
70113,0041967,Tokyo Joe
47474,0076686,The Serpent's Egg
56188,0050397,Fire Down Below
29084,0035753,Le Corbeau
1723,0074554,The Front
25955,0046187,Pickup on South Street
41876,0064118,The Damned
62190,0270197,American Gun
43323,0049674,Richard III
67022,0082964,Quartet
24548,0089393,Just One of the Guys
31602,0060232,The Chase
57744,0095454,The Kiss
37044,0210389,Wisconsin Death Trip
42989,0056704,The Wrong Arm of the Law
17047,0358349,Agent Cody Banks 2: Destination London
10591,0265208,The Girl Next Door
1586,0363988,Secret Window
11169,0360009,Spartan
49689,0317842,Broken Wings
266687,0371683,Games People Play
66660,0303348,How to Draw a Bunny
156,0329767,Wilbur Wants to Kill Himself
2778,0109447,Clifford
10433,0107473,Mad Dog and Glory
47168,0118172,The Wind in the Willows
58995,0082810,Night Crossing
43236,0050839,Peyton Place
142168,0318049,Searching for Debra Winger
40752,0094288,Walk Like a Man
924,0363547,Dawn of the Dead
38,0338013,Eternal Sunshine of the Spotless Mind
11081,0364045,Taking Lives
4377,0355683,The Child I Never Was
16941,0332658,Intermission
1720,0351461,Noi the Albino
9541,0300051,Jersey Girl
5516,0335245,The Ladykillers
20304,0354766,Never Die Alone
11024,0331632,Scooby-Doo 2: Monsters Unleashed
53734,0305583,A Foreign Affair
553,0276919,Dogville
10544,0277941,Ned Kelly
1487,0167190,Hellboy
13700,0299172,Home on the Range
11137,0337697,The Prince & Me
11358,0351977,Walking Tall
13573,0301976,The United States of Leland
19084,0359517,Johnson Family Vacation
10733,0318974,The Alamo
14442,0327679,Ella Enchanted
2122,0327247,The Whole Ten Yards
25300,0326977,I'm Not Scared
14576,0323939,Shade
13432,0336264,Since Otar Left
26636,0315110,Twentynine Palms
6844,0049833,The Ten Commandments
923,0077402,Dawn of the Dead
2587,0069824,"Brother Sun, Sister Moon"
3591,0060782,One Million Years B.C.
28026,0307351,Prey for Rock & Roll
26176,0074923,"Mother, Jugs & Speed"
41857,0062708,Bandolero!
78364,0090036,The Slugger's Wife
10338,0059797,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes
33839,0042327,Cheaper by the Dozen
133919,0070644,Scenes from a Marriage
95548,0058930,Baby the Rain Must Fall
50549,0044410,Belles on their Toes
38978,0066130,Ned Kelly
92331,0096921,Beyond the Stars
111883,0104783,Mac
42245,0074540,The Food of the Gods
68347,0097371,Food of the Gods II
89488,0094661,Anna
34082,0045094,Road to Bali
22999,0031322,The Flying Deuces
20278,0041098,Africa Screams
18698,0044762,Jack and the Beanstalk
47201,0082516,High Risk
12239,0086058,The Osterman Weekend
4365,0093582,Munchies
86182,0077304,The Cat and the Canary
45862,0342508,Hangman's Curse
65066,0079219,Going in Style
42228,0076301,The Late Show
16561,0073766,The Sunshine Boys
54655,0104550,Jersey Girl
70779,0259182,The American Nightmare
10843,0088680,After Hours
2098,0058725,Viva Las Vegas
65332,0070061,Love and Anarchy
34303,0179218,Hitman Hart: Wrestling with Shadows
15673,0345074,Connie and Carla
393,0378194,Kill Bill: Vol. 2
7220,0330793,The Punisher
33823,0380615,Paper Clips
163676,0358590,A Thousand Clouds of Peace
237,0289635,Young Adam
126117,0308488,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss"""
10096,0337563,13 Going on 30
9509,0328107,Man on Fire
19016,0398872,Clifford's Really Big Movie
60645,0333847,MC5: A True Testimonial
10710,0326856,Envy
11058,0335121,Godsend
11141,0323033,Laws of Attraction
10625,0377092,Mean Girls
54807,0277895,Mickey
11025,0363282,New York Minute
7131,0338526,Van Helsing
26899,0339419,The Mudge Boy
30125,0296915,Valentin
16428,0349169,Breakin' All the Rules
652,0332452,Troy
8440,0293007,Carandiru
883,0379217,Coffee and Cigarettes
38018,0329111,Strayed
96461,0109529,Dance Me Outside
34377,0065488,The Boys in the Band
20375,0330802,Raid
10375,0160184,D-Tox
42015,0094089,Swimming to Cambodia
68440,0036515,Watch on the Rhine
12503,0086510,Under Fire
11864,0089092,Enemy Mine
9461,0070034,Enter the Dragon
57811,0114651,Foreign Land
132,0065780,The Rolling Stones: Gimme Shelter
28276,0053134,Good Morning
18329,0118845,Happy Together
17993,0099762,Henry & June
37447,0099121,Berkeley in the Sixties
4339,0100557,The Nasty Girl
42108,0085370,Entre Nous
18513,0060736,The Naked Prey
26517,0077914,Martin
28285,0051077,The Three Faces of Eve
22137,0108906,The Kingdom
5247,0188055,Mercy
31676,0099409,Desperate Hours
49622,0140447,The Passion of Ayn Rand
238952,0051561,Along the Coast
10035,0214388,100 Girls
502,0058083,Fail-Safe
41965,0098061,Paperhouse
10347,0118996,Dobermann
1373,0251052,The Discovery of Heaven
30959,0058279,Kwaidan
43341,0045609,Cat-Women of the Moon
20561,0088650,28 Up
13055,0282410,Chance
667,0062512,You Only Live Twice
700,0086034,Octopussy
21594,0045564,The Blue Gardenia
26976,0243664,Wit
36670,0086006,Never Say Never Again
18872,0113725,Maborosi
44864,0073822,The Magic Flute
31993,0031647,Midnight
43818,0032943,Pride and Prejudice
28290,0049474,The Man in the Gray Flannel Suit
24650,0041386,The Fountainhead
55086,0036230,Old Acquaintance
43525,0034890,In This Our Life
20640,0035567,Woman of the Year
50363,0048673,Summertime
633,0076734,Soldier of Orange
5511,0062229,Le Samouraï
41003,0103251,White Palace
13936,0048445,Oklahoma!
294,0089015,Desert Hearts
11507,0086984,Body Double
17538,0073636,Rooster Cogburn
10435,0103939,Chaplin
1162,0056241,The Miracle Worker
34328,0102467,Monster in a Box
47108,0211718,I Come
47140,0166707,Midnight
40930,0180303,If You Only Knew
14684,0105327,School Ties
58467,0138467,Girl
10261,0103016,Switch
163869,0119434,Just Write
13937,0105217,Raising Cain
25355,0116650,Irma Vep
29601,0033436,Buck Privates
66115,0160574,Nice Guys Sleep Alone
118617,0166169,Divorce Iranian Style
23981,0099857,Iron And Silk
14980,0259153,Rose Red
26670,0105017,Noises Off...
44047,0144688,Wildflowers
10940,0120711,Babylon 5: In the Beginning
31965,0063285,Witchfinder General
5842,0275773,Versus
19463,0036696,The Canterville Ghost
24012,0050861,The Prince and the Showgirl
988,0078966,The China Syndrome
125103,0126627,Who the Hell Is Juliette?
204,0046268,The Wages of Fear
9356,0100050,Look Who's Talking Too
32430,0037536,The Bells of St. Mary's
42231,0076941,You Light Up My Life
16113,0090927,The Delta Force
33575,0045012,Pat and Mike
13913,0020640,Animal Crackers
17956,0102011,"He Said, She Said"
18209,0061391,Bedazzled
25508,0034587,Cat People
18978,0061439,Camelot
27171,0087635,The Lonely Guy
29486,0056943,The Comedy of Terrors
12310,0073012,The Four Musketeers
42205,0079227,Good Guys Wear Black
27786,0094033,Steel Dawn
9624,0110725,On Deadly Ground
95514,0109324,Boy Meets Girl
37296,0087951,Protocol
25736,0038854,The Postman Always Rings Twice
25389,0107529,Matinee
44807,0155713,Forever Fever
5248,0164221,Virtual Sexuality
52794,0094713,Baxter
9872,0089114,Explorers
19552,0107617,The Scent of Green Papaya
2786,0059592,Pierrot le Fou
8075,0062480,Weekend
94771,0112654,One Hundred and One Nights
50271,0033105,Strange Cargo
38274,0177215,Seven Girlfriends
26133,0207805,Tuesdays with Morrie
68981,0108630,Temptation of a Monk
10235,0029850,Alexander Nevsky
11533,0057197,Jason and the Argonauts
2817,0119828,Same Old Song
1394,0086022,Nostalgia
1719,0058458,The Soft Skin
140207,0080297,Tinker Tailor Soldier Spy
781,0120522,Wintersleepers
13553,0079082,The Driller Killer
183252,0100347,Perfectly normal
3777,0050613,Throne of Blood
11659,0346336,The Best of Youth
24065,0104377,Guncrazy
39907,0284880,Bang Rajan
26612,0100813,Treasure Island
10604,0057831,Zorba the Greek
44098,0039066,Undercurrent
16876,0288439,Bang Bang You're Dead
37437,0064708,My Side of the Mountain
141003,0223384,The Thin Blue Lie
14782,0258967,The Unsaid
77780,0096321,Twister
9545,0108171,Sniper
53117,0166287,Don't Tell Anyone
41651,0107009,Ghost in the Machine
29270,0259072,A Time for Drunken Horses
28030,0187859,Genghis Blues
16514,0048729,To Hell and Back
1926,0328802,11'09''01 - September 11
31112,0080461,"Bon Voyage, Charlie Brown (and Don't Come Back!)"
11060,0099850,Internal Affairs
17365,0071970,The Parallax View
11474,0080120,The Warriors
63888,0064645,Mayerling
49320,0162625,Ambush
10916,0146455,Babylon 5: A Call to Arms
10921,0146247,Babylon 5: The River of Souls
10941,0121804,Babylon 5: Thirdspace
42204,0077532,FM
33157,0066549,Waterloo
24798,0092117,True Stories
277073,0226225,North Beach
4923,0070948,Zardoz
36741,0054279,School for Scoundrels
11656,0053976,The Virgin Spring
16284,0053935,Ice Cold in Alex
25009,0046085,Mogambo
91226,0206681,Demon Lover Diary
171229,0232611,Second Skin
45926,0114846,Victory
40092,0039808,The Secret Life of Walter Mitty
10133,0284978,Cypher
82838,0049652,The Rack
14589,0031047,Another Thin Man
14594,0037365,The Thin Man Goes Home
14590,0034172,Shadow of the Thin Man
14588,0027260,After the Thin Man
14595,0039853,Song of the Thin Man
9459,0066580,Woodstock
465,0094596,Junior Size 36
86600,0071663,The Internecine Project
20644,0033852,Love Crazy
24965,0031398,Gunga Din
192936,0287839,Frank Herbert's Children of Dune
876,0142032,Frank Herbert's Dune
1583,0258760,Lammbock
17653,0106936,The Legend I
11069,0114720,Tremors 2: Aftershocks
10829,0259685,Tremors 3: Back to Perfection
19425,0089789,The Peanut Butter Solution
108055,0024083,Hallelujah I'm a Bum
86959,0097424,Getting It Right
9698,0094048,Straight to Hell
57946,0300274,Margaret Cho: Notorious C.H.O.
45044,0295743,Friday Night
26860,0023694,White Zombie
29049,0060841,The Plague of the Zombies
27130,0036027,I Walked with a Zombie
8468,0102035,Highway 61
31952,0066518,The Vampire Lovers
39043,0065580,Countess Dracula
54396,0068364,The Cheerleaders
22682,0061791,How to Succeed in Business Without Really Trying
11577,0070518,Pat Garrett & Billy the Kid
42402,0051849,The Left Handed Gun
21159,0058700,The Last Man on Earth
40810,0073756,The Streetfighter
40812,0073623,Return of the Street Fighter
336,0067140,"Duck, You Sucker"
11942,0071249,Bring Me the Head of Alfredo Garcia
36206,0056412,Ride the High Country
23330,0065446,The Ballad of Cable Hogue
5927,0068786,Junior Bonner
49636,0072913,Master of the Flying Guillotine
3075,0065738,Frankenstein Must Be Destroyed
30137,0057128,The Haunted Palace
5521,0192023,Finder's Fee
27636,0057078,The Whip and the Body
222,0017668,Berlin: Symphony of a Great City
10686,0170544,Samurai Fiction
43096,0052847,Gidget
42688,0063808,Wild in the Streets
25598,0102116,The Indian Runner
25858,0040979,Drunken Angel
14262,0075936,Desperate Living
38701,0072869,The Devil's Rain
33357,0068341,The Valachi Papers
21948,0076637,Rolling Thunder
30368,0041699,Stray Dog
1059,0051808,The Hidden Fortress
12493,0057565,High and Low
42090,0087193,After the Rehearsal
13122,0105121,The People Under the Stairs
55730,0104954,My New Gun
14273,0235327,Dark Days
26940,0038777,A Night in Casablanca
11030,0086637,Zelig
29454,0074147,Face to Face
26372,0063611,Shame
11506,0057611,The Silence
29455,0057358,Winter Light
11602,0055499,Through a Glass Darkly
29453,0051365,The Magician
11700,0048641,Smiles of a Summer Night
47735,0046345,Summer with Monika
14638,0038669,The Killers
14703,0058404,The Night of the Iguana
35806,0055998,Freud: The Secret Passion
3547,0062185,Reflections in a Golden Eye
41089,0088322,Under the Volcano
42179,0080140,Wise Blood
28415,0073918,The Yakuza
107499,0118705,A Better Place
20481,0100260,Nightbreed
5481,0075651,Shock
5482,0071275,Rabid Dogs
5485,0069048,Baron Blood
31581,0065481,Bloody Mama
22694,0062395,The Trip
7090,0209077,Ken Park
42632,0064689,Monterey Pop
5902,0075784,A Bridge Too Far
10775,0338564,Infernal Affairs
4552,0365376,A Tale of Two Sisters
12762,0087003,Broadway Danny Rose
14510,0091083,From Beyond
101363,0129634,The Wonderful Ice Cream Suit
15618,0102800,Robot Jox
24341,0092906,Dolls
10690,0120199,Space Truckers
40028,0095756,Not of This Earth
26326,0079813,Rock 'n' Roll High School
13282,0072856,Death Race 2000
27658,0071338,Cockfighter
22642,0052655,A Bucket of Blood
29235,0056368,Premature Burial
42725,0061189,The Wild Angels
24111,0038343,Bedlam
17921,0059792,Planet of the Vampires
22627,0105191,Pure Country
18283,0046807,Brigadoon
33731,0051911,Marjorie Morningstar
13823,0105159,The Power of One
14108,0343168,The Weather Underground
4291,0199683,Kikujiro
20718,0282593,I'm with Lucy
113,0374546,"Spring, Summer, Fall, Winter... and Spring"
28476,0064806,The Phantom Tollbooth
5916,0068638,The Getaway
26234,0066730,10 Rillington Place
12205,0308379,Dark Water
27804,0108327,The Thing Called Love
46187,0124207,The Thief
3001,0060522,How to Steal a Million
39434,0117658,The Stendhal Syndrome
105130,0116015,Dangan Runner
166472,0013372,Manslaughter
11574,0065051,Support Your Local Sheriff
32450,0103872,Brain Donors
62383,0105103,Passed Away
203,0070379,Mean Streets
38749,0107247,Jack the Bear
29740,0023042,I Am a Fugitive from a Chain Gang
10652,0093137,Hamburger Hill
34288,0122143,The Last Broadcast
26268,0060490,Harper
33632,0056541,Sweet Bird of Youth
25853,0285728,Dahmer
68430,0102631,Paradise
43001,0055910,Sundays and Cybele
42201,0077360,Comes a Horseman
316,0304126,Grill Point
3072,0099612,Frankenstein Unbound
10355,0192657,Shiri
14554,0047849,Bad Day at Black Rock
87677,0157913,La Cucaracha
250,0180748,In China They Eat Dogs
19086,0099399,Delta Force 2: The Colombian Connection
15392,0090888,Crossroads
43267,0101252,29th Street
41277,0366532,Seducing Doctor Lewis
108059,0088925,City Limits
42013,0093913,Sammy and Rosie Get Laid
54715,0104697,Leaving Normal
631,0018455,Sunrise: A Song of Two Humans
25504,0057495,Shock Corridor
23855,0280674,The First $20 Million Is Always the Hardest
1786,0092593,Au Revoir les Enfants
51182,0181810,Sex: The Annabel Chong Story
45042,0189553,The Girl Next Door
210937,0243508,Pursuit of Happiness
16219,0104346,Gladiator 1992
15824,0328844,The Inheritance
14258,0353014,Wonderful Days
48385,0049363,Indestructible Man
27545,0054462,The Wasp Woman
22718,0053611,Attack of the Giant Leeches
39844,0071408,Deranged
